Invoice number,Customer id,Service id,Agent id,Billing date,Payment status,Transaction type,Mode of payment,Plan name,Plan category,Plan Charge,Tax amount,Actual amount,Billed amount,Paid amount,Balance amount,Plan start date,Plan end date,Zone area,Data buyed,Data used,Billing cycle,No of valid days,Leakage,Anomaly type,Type
INV12918,CUST1541,SERV329,AGENT27,2022-01-09,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-01-09,2022-02-08,North,20,13.65718853286588,30,30,No,No Anomaly,No Anomaly
INV12919,CUST3202,SERV945,AGENT73,2023-01-12,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,903.7360482398295,40.26395176017047,2023-01-12,2023-02-11,North,200,,30,30,Yes,Under payment,Under payment
INV12920,CUST7789,SERV539,AGENT99,2023-08-30,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-08-30,2023-09-29,South,50,51.35813750619103,30,30,Yes,Extra data usage,Extra data usage
INV12921,CUST4410,SERV405,AGENT41,2022-01-31,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-01-31,2022-04-01,South,20,6.071696300426841,60,60,No,No Anomaly,No Anomaly
INV12922,CUST6187,SERV975,AGENT89,2023-01-13,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,747.5092542038382,-39.50925420383817,2023-01-13,2023-04-13,North,50,,90,90,Yes,Excess payment,Excess payment
INV12923,CUST1647,SERV858,AGENT70,2023-01-25,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-01-25,2023-04-25,East,10,2.935337964162726,90,90,No,No Anomaly,No Anomaly
INV12924,CUST4793,SERV889,AGENT26,2023-10-16,Pending,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-10-16,2023-12-15,South,100,105.81890869068624,60,60,Yes,Extra data usage,Extra data usage
INV12217,CUST9026,SERV244,AGENT17,2022-09-04,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-09-04,2022-11-03,North,50,,60,60,Yes,Duplicate entries,Duplicate entries
INV12926,CUST2726,SERV354,AGENT19,2024-03-06,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-03-06,2024-05-05,East,20,2.195223966932889,60,60,No,No Anomaly,No Anomaly
INV12927,CUST6723,SERV433,AGENT58,2024-08-22,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-08-22,2024-11-20,East,10,8.880372192258744,90,90,No,No Anomaly,No Anomaly
INV11722,CUST7671,SERV798,AGENT51,2023-12-09,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-12-09,2024-01-08,North,200,,30,30,Yes,Duplicate entries,Duplicate entries
INV12929,CUST7065,SERV938,AGENT83,2024-08-10,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,271.24050877115815,-35.24050877115815,2024-08-10,2024-09-09,North,100,,30,30,Yes,Excess payment,Excess payment
INV12930,CUST9683,SERV364,AGENT93,2023-04-28,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-28,2023-07-27,North,50,2.8240382541817546,90,90,No,No Anomaly,No Anomaly
INV12931,CUST6528,SERV119,AGENT16,2022-12-25,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-12-25,2023-03-25,West,50,47.60443975495935,90,90,No,No Anomaly,No Anomaly
INV12932,CUST4802,SERV130,AGENT65,2023-04-23,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-04-23,2023-05-23,North,200,,30,35,Yes,Usage mismatch,Usage mismatch
INV12933,CUST1667,SERV177,AGENT67,2023-07-11,Failed,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-07-11,2023-10-09,West,10,3.5871578697584585,90,90,No,No Anomaly,No Anomaly
INV12934,CUST9229,SERV760,AGENT85,2024-02-11,Paid,Refund,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-02-11,2024-04-11,South,10,12.639018982416363,60,60,Yes,Extra data usage,Extra data usage
INV12935,CUST3934,SERV773,AGENT70,2024-09-04,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,514.2036442829466,-42.203644282946584,2024-09-04,2024-12-03,North,100,,90,90,Yes,Excess payment,Excess payment
INV12936,CUST4119,SERV737,AGENT95,2022-09-16,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-09-16,2022-10-16,East,200,155.52510801388394,30,30,No,No Anomaly,No Anomaly
INV12937,CUST5311,SERV392,AGENT58,2022-01-20,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-01-20,2022-02-19,North,100,99.16296484469328,30,30,No,No Anomaly,No Anomaly
INV12938,CUST8419,SERV563,AGENT25,2023-10-21,Pending,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,211.74890251895127,24.25109748104873,2023-10-21,2023-11-20,South,20,,30,30,Yes,Under payment,Under payment
INV12939,CUST2692,SERV734,AGENT79,2022-10-28,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-10-28,2022-12-27,East,100,52.71128825658683,60,60,No,No Anomaly,No Anomaly
INV12940,CUST7705,SERV723,AGENT20,2022-01-08,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-01-08,2022-02-07,North,50,26.647317022310325,30,30,No,No Anomaly,No Anomaly
INV12941,CUST7711,SERV324,AGENT90,2024-06-26,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,919.4492447259165,0.0,919.4492447259165,2024-06-26,2024-07-26,East,100,,30,30,Yes,Missing charges,Missing charges
INV12942,CUST4850,SERV728,AGENT12,2023-09-14,Pending,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-09-14,2023-11-13,West,100,,60,62,Yes,Usage mismatch,Usage mismatch
INV12943,CUST1962,SERV220,AGENT26,2024-05-26,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-05-26,2024-08-24,East,100,32.858870265881,90,90,No,No Anomaly,No Anomaly
INV12944,CUST8016,SERV871,AGENT14,2023-09-07,Pending,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,428.1314219561712,43.86857804382879,2023-09-07,2023-12-06,South,10,,90,90,Yes,Under payment,Under payment
INV12945,CUST1843,SERV247,AGENT27,2024-05-10,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-05-10,2024-08-08,South,200,191.3011596016688,90,90,No,No Anomaly,No Anomaly
INV12946,CUST6969,SERV795,AGENT12,2023-07-08,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-07-08,2023-08-07,North,20,14.369238587108127,30,30,No,No Anomaly,No Anomaly
INV12947,CUST4380,SERV598,AGENT28,2023-08-20,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,751.7807668016925,-43.780766801692494,2023-08-20,2023-10-19,West,20,,60,60,Yes,Excess payment,Excess payment
INV12948,CUST6687,SERV587,AGENT67,2022-09-10,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-09-10,2022-12-09,South,10,3.45541166480961,90,90,No,No Anomaly,No Anomaly
INV12949,CUST1323,SERV525,AGENT24,2022-08-27,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-08-27,2022-11-25,East,200,42.60499110170959,90,90,No,No Anomaly,No Anomaly
INV12950,CUST1947,SERV489,AGENT94,2023-01-09,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-01-09,2023-04-09,North,200,90.28711597851793,90,90,No,No Anomaly,No Anomaly
INV12951,CUST8219,SERV474,AGENT66,2023-07-01,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-07-01,2023-09-29,East,50,8.763254530916125,90,90,No,No Anomaly,No Anomaly
INV12952,CUST1006,SERV934,AGENT47,2024-08-21,Failed,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-08-21,2024-11-19,East,20,28.030015930137868,90,90,Yes,Extra data usage,Extra data usage
INV12953,CUST4789,SERV638,AGENT63,2024-08-23,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,204.75147208444335,31.24852791555665,2024-08-23,2024-09-22,North,200,,30,30,Yes,Under payment,Under payment
INV12954,CUST5725,SERV398,AGENT57,2022-12-02,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,668.574921068132,0.0,668.574921068132,2022-12-02,2023-01-01,West,20,,30,30,Yes,Missing charges,Missing charges
INV12955,CUST4025,SERV875,AGENT45,2023-10-04,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-10-04,2023-12-03,South,50,1.4949449784135649,60,60,No,No Anomaly,No Anomaly
INV12956,CUST6188,SERV698,AGENT16,2024-08-17,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,430.87032585901704,430.87032585901704,0.0,2024-08-17,2024-09-16,South,200,,30,30,Yes,Missing charges,Missing charges
INV12957,CUST6572,SERV803,AGENT12,2022-09-14,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,969.6265671668484,-25.626567166848417,2022-09-14,2022-10-14,North,100,,30,30,Yes,Excess payment,Excess payment
INV12958,CUST4664,SERV717,AGENT41,2023-08-28,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-08-28,2023-09-27,East,10,8.203189203606373,30,30,No,No Anomaly,No Anomaly
INV12959,CUST2289,SERV760,AGENT62,2023-02-02,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-02,2023-04-03,West,10,0.9127336477780679,60,60,No,No Anomaly,No Anomaly
INV12960,CUST5566,SERV247,AGENT38,2022-07-14,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,693.1458482818346,693.1458482818346,0.0,2022-07-14,2022-08-13,North,200,,30,30,Yes,Missing charges,Missing charges
INV12961,CUST1787,SERV296,AGENT46,2022-08-10,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-08-10,2022-10-09,South,10,9.114456955810775,60,60,No,No Anomaly,No Anomaly
INV12962,CUST5086,SERV934,AGENT59,2022-03-31,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-03-31,2022-06-29,North,200,206.41916459437581,90,90,Yes,Extra data usage,Extra data usage
INV12963,CUST3242,SERV792,AGENT40,2022-04-06,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-04-06,2022-06-05,South,200,205.37448597374322,60,60,Yes,Extra data usage,Extra data usage
INV12964,CUST8325,SERV419,AGENT18,2023-12-27,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,444.797388636121,0.0,444.797388636121,2023-12-27,2024-01-26,West,100,,30,30,Yes,Missing charges,Missing charges
INV12965,CUST9487,SERV467,AGENT17,2022-09-05,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-09-05,2022-10-05,West,50,42.373722733907805,30,30,No,No Anomaly,No Anomaly
INV12966,CUST7986,SERV127,AGENT42,2022-05-20,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-05-20,2022-07-19,North,20,12.090584602492076,60,60,No,No Anomaly,No Anomaly
INV12967,CUST7501,SERV404,AGENT29,2024-05-22,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-05-22,2024-06-21,East,10,2.877944852626185,30,30,No,No Anomaly,No Anomaly
INV10257,CUST9656,SERV869,AGENT69,2022-12-23,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-12-23,2023-03-23,North,200,,90,90,Yes,Duplicate entries,Duplicate entries
INV12969,CUST3030,SERV411,AGENT68,2023-02-24,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-24,2023-04-25,North,20,9.243969384587324,60,60,No,No Anomaly,No Anomaly
INV12970,CUST4560,SERV845,AGENT66,2022-04-03,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-04-03,2022-06-02,East,200,77.4672449456099,60,60,No,No Anomaly,No Anomaly
INV12971,CUST4021,SERV446,AGENT83,2022-10-18,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-10-18,2022-11-17,West,20,16.72132217323189,30,30,No,No Anomaly,No Anomaly
INV12972,CUST8675,SERV136,AGENT54,2022-03-01,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-03-01,2022-03-31,East,200,71.88572613591701,30,30,No,No Anomaly,No Anomaly
INV12973,CUST3440,SERV773,AGENT19,2024-12-09,Failed,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-12-09,2025-02-07,South,50,36.47786437890976,60,60,No,No Anomaly,No Anomaly
INV12974,CUST7661,SERV849,AGENT19,2022-05-05,Failed,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-05-05,2022-07-04,West,10,2.7851374244206584,60,60,No,No Anomaly,No Anomaly
INV12975,CUST4339,SERV420,AGENT11,2024-06-05,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,201.37116671697814,34.62883328302186,2024-06-05,2024-07-05,West,50,,30,30,Yes,Under payment,Under payment
INV12976,CUST8088,SERV332,AGENT25,2022-12-06,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-12-06,2023-02-04,North,100,63.129798091103375,60,60,No,No Anomaly,No Anomaly
INV12977,CUST4985,SERV536,AGENT21,2022-04-09,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-04-09,2022-06-08,North,20,1.7216609282329265,60,60,No,No Anomaly,No Anomaly
INV12300,CUST3607,SERV421,AGENT84,2024-08-25,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-08-25,2024-10-24,North,200,,60,60,Yes,Duplicate entries,Duplicate entries
INV12979,CUST3793,SERV591,AGENT43,2023-07-15,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-07-15,2023-09-13,South,200,157.46288200196523,60,60,No,No Anomaly,No Anomaly
INV12980,CUST9691,SERV426,AGENT32,2023-07-21,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-07-21,2023-09-19,South,20,7.028620377236308,60,60,No,No Anomaly,No Anomaly
INV12981,CUST5255,SERV856,AGENT38,2022-09-10,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,521.861397142222,-49.86139714222202,2022-09-10,2022-10-10,South,10,,30,30,Yes,Excess payment,Excess payment
INV12982,CUST1891,SERV702,AGENT78,2022-12-22,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-12-22,2023-01-21,East,200,79.4875074733078,30,30,No,No Anomaly,No Anomaly
INV19057,CUST5993,SERV408,AGENT79,2023-01-18,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-01-18,2023-02-17,East,100,,30,30,Yes,Duplicate entries,Duplicate entries
INV12984,CUST1291,SERV845,AGENT18,2022-01-14,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,931.1345398097317,0.0,931.1345398097317,2022-01-14,2022-02-13,West,10,,30,30,Yes,Missing charges,Missing charges
INV12985,CUST5672,SERV975,AGENT37,2024-07-10,Paid,Refund,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-07-10,2024-09-08,North,20,,60,65,Yes,Usage mismatch,Usage mismatch
INV12986,CUST4972,SERV245,AGENT38,2023-02-03,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-02-03,2023-04-04,North,10,,60,63,Yes,Usage mismatch,Usage mismatch
INV12987,CUST5386,SERV312,AGENT54,2024-11-13,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-11-13,2024-12-13,East,100,,30,33,Yes,Usage mismatch,Usage mismatch
INV12988,CUST9392,SERV867,AGENT74,2024-09-08,Failed,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-09-08,2024-10-08,West,50,48.646957056348676,30,30,No,No Anomaly,No Anomaly
INV12989,CUST3436,SERV357,AGENT42,2023-05-22,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,519.0041488243737,-47.004148824373715,2023-05-22,2023-06-21,South,100,,30,30,Yes,Excess payment,Excess payment
INV12990,CUST9444,SERV850,AGENT79,2024-07-31,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-07-31,2024-08-30,West,200,74.53004816452994,30,30,No,No Anomaly,No Anomaly
INV12991,CUST3996,SERV212,AGENT55,2023-01-11,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-01-11,2023-03-12,North,50,24.58558796857141,60,60,No,No Anomaly,No Anomaly
INV12992,CUST3184,SERV833,AGENT12,2024-07-06,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-07-06,2024-09-04,East,20,19.028907208052626,60,60,No,No Anomaly,No Anomaly
INV12993,CUST9788,SERV822,AGENT33,2024-02-02,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,222.10995394474418,13.890046055255823,2024-02-02,2024-05-02,North,50,,90,90,Yes,Under payment,Under payment
INV12994,CUST5971,SERV608,AGENT99,2024-03-08,Failed,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-03-08,2024-04-07,West,100,97.34442389143659,30,30,No,No Anomaly,No Anomaly
INV12995,CUST4413,SERV960,AGENT57,2022-06-29,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-06-29,2022-09-27,South,20,25.441163905556053,90,90,Yes,Extra data usage,Extra data usage
INV12570,CUST2367,SERV213,AGENT72,2023-08-03,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-08-03,2023-11-01,West,100,,90,90,Yes,Duplicate entries,Duplicate entries
INV12997,CUST4000,SERV528,AGENT90,2022-03-16,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-03-16,2022-06-14,North,50,55.41391889531869,90,90,Yes,Extra data usage,Extra data usage
INV12998,CUST3976,SERV441,AGENT98,2023-07-22,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-07-22,2023-10-20,North,200,180.72942413928308,90,90,No,No Anomaly,No Anomaly
INV12999,CUST3372,SERV868,AGENT27,2022-08-22,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-08-22,2022-10-21,South,200,62.62725233311086,60,60,No,No Anomaly,No Anomaly
INV13000,CUST2749,SERV832,AGENT51,2022-03-30,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-03-30,2022-04-29,South,20,19.731651373032378,30,30,No,No Anomaly,No Anomaly
INV13001,CUST4836,SERV607,AGENT91,2023-12-01,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-12-01,2023-12-31,South,20,8.741969416682501,30,30,No,No Anomaly,No Anomaly
INV13002,CUST1935,SERV895,AGENT43,2024-02-08,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,499.55671182529045,-27.55671182529045,2024-02-08,2024-04-08,East,100,,60,60,Yes,Excess payment,Excess payment
INV13003,CUST8723,SERV712,AGENT19,2023-03-07,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-03-07,2023-06-05,South,50,10.942623265743823,90,90,No,No Anomaly,No Anomaly
INV13004,CUST2192,SERV690,AGENT95,2022-09-04,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-09-04,2022-10-04,East,200,69.16063254475246,30,30,No,No Anomaly,No Anomaly
INV13005,CUST2951,SERV783,AGENT81,2023-07-30,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-07-30,2023-10-28,North,100,37.243112261094666,90,90,No,No Anomaly,No Anomaly
INV13006,CUST4199,SERV405,AGENT23,2024-06-02,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-06-02,2024-07-02,East,20,19.561189978477127,30,30,No,No Anomaly,No Anomaly
INV10391,CUST2619,SERV845,AGENT13,2023-03-13,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-03-13,2023-04-12,West,100,,30,30,Yes,Duplicate entries,Duplicate entries
INV13008,CUST3683,SERV254,AGENT88,2022-01-10,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,917.9034904672624,917.9034904672624,0.0,2022-01-10,2022-03-11,West,50,,60,60,Yes,Missing charges,Missing charges
INV13009,CUST3176,SERV293,AGENT99,2022-08-10,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,194.01026348142446,194.01026348142446,0.0,2022-08-10,2022-11-08,East,10,,90,90,Yes,Missing charges,Missing charges
INV13010,CUST1283,SERV156,AGENT31,2024-09-03,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-09-03,2024-11-02,East,100,30.242896688659616,60,60,No,No Anomaly,No Anomaly
INV13011,CUST9294,SERV950,AGENT27,2024-01-05,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,969.5491358628051,-25.549135862805088,2024-01-05,2024-04-04,North,200,,90,90,Yes,Excess payment,Excess payment
INV13012,CUST7720,SERV663,AGENT18,2024-07-23,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,914.1479636779841,914.1479636779841,0.0,2024-07-23,2024-09-21,East,200,,60,60,Yes,Missing charges,Missing charges
INV13013,CUST9570,SERV359,AGENT70,2023-02-10,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-10,2023-04-11,South,200,42.585460690948686,60,60,No,No Anomaly,No Anomaly
INV13014,CUST7240,SERV647,AGENT70,2023-09-24,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-09-24,2023-10-24,East,200,149.32510453046876,30,30,No,No Anomaly,No Anomaly
INV13015,CUST5095,SERV323,AGENT79,2022-01-31,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-01-31,2022-05-01,South,20,18.646309729145223,90,90,No,No Anomaly,No Anomaly
INV13016,CUST2611,SERV323,AGENT38,2023-06-04,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-06-04,2023-09-02,West,20,19.856231636764907,90,90,No,No Anomaly,No Anomaly
INV12312,CUST2368,SERV590,AGENT28,2022-08-08,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-08-08,2022-09-07,South,100,,30,30,Yes,Duplicate entries,Duplicate entries
INV13018,CUST8957,SERV685,AGENT53,2023-09-06,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-09-06,2023-10-06,North,10,0.3842193347193734,30,30,No,No Anomaly,No Anomaly
INV13019,CUST7825,SERV103,AGENT36,2023-04-19,Paid,Refund,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,260.4584130486568,-24.45841304865678,2023-04-19,2023-06-18,East,100,,60,60,Yes,Excess payment,Excess payment
INV10717,CUST9695,SERV190,AGENT90,2022-08-18,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-08-18,2022-10-17,South,200,,60,60,Yes,Duplicate entries,Duplicate entries
INV13021,CUST4963,SERV426,AGENT22,2022-11-03,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-11-03,2023-02-01,East,50,23.489167167927537,90,90,No,No Anomaly,No Anomaly
INV13022,CUST1546,SERV744,AGENT94,2022-01-11,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-01-11,2022-03-12,South,50,48.01153201604868,60,60,No,No Anomaly,No Anomaly
INV13023,CUST5844,SERV765,AGENT92,2024-01-06,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-01-06,2024-03-06,South,50,8.976231445140282,60,60,No,No Anomaly,No Anomaly
INV13024,CUST8970,SERV225,AGENT31,2024-10-01,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-10-01,2024-12-30,West,50,19.323866361447394,90,90,No,No Anomaly,No Anomaly
INV13025,CUST1545,SERV141,AGENT25,2022-01-12,Paid,Refund,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-01-12,2022-02-11,West,20,12.53379795949657,30,30,No,No Anomaly,No Anomaly
INV13026,CUST4217,SERV755,AGENT76,2024-06-29,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-06-29,2024-09-27,South,200,,90,91,Yes,Usage mismatch,Usage mismatch
INV13027,CUST6761,SERV904,AGENT77,2023-06-14,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-06-14,2023-07-14,East,200,142.54603836467808,30,30,No,No Anomaly,No Anomaly
INV13028,CUST1687,SERV424,AGENT47,2022-05-21,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-05-21,2022-06-20,North,100,18.103117469652695,30,30,No,No Anomaly,No Anomaly
INV13029,CUST4269,SERV878,AGENT13,2022-05-23,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-05-23,2022-08-21,South,20,16.062939785006552,90,90,No,No Anomaly,No Anomaly
INV13030,CUST2064,SERV603,AGENT91,2022-02-06,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-02-06,2022-04-07,East,10,15.483995663157389,60,60,Yes,Extra data usage,Extra data usage
INV13031,CUST8555,SERV922,AGENT42,2022-04-26,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-04-26,2022-05-26,South,10,1.1615556640858316,30,30,No,No Anomaly,No Anomaly
INV13303,CUST2713,SERV933,AGENT55,2024-06-20,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-06-20,2024-07-20,West,20,,30,30,Yes,Duplicate entries,Duplicate entries
